20150501042823,perl,5.20.2-3,afa76e64f8d411ddffc3bf1c423b1a89
20150502035932,perl,5.20.2-4,0a5cfff011d6a35dd5d3b16eea365960
20150525034828,perl,5.20.2-6,5b886e9fcbbbdf0abb986273afaa5f6e
20160101111320,perl,5.22.1-3,802f24f5f81c9de17e9b5495ed2b4c93
20160117040603,perl,5.22.1-4,17496827da77694bd1e70e212a5ae6ad
20160205040941,perl,5.22.1-5,ba87f241ac540e5593dda858d26dd47b
20160214043323,perl,5.22.1-7,f6ccf1846208f67117831ad83f8b4e21
20160307043308,perl,5.22.1-8,a07c47e6d69219d65ee90ca6f768b792
20160319041408,perl,5.22.1-9,f6028b7f5ff40414ce00a1b3ab00c726
20160423042513,perl,5.22.1-10,8e6ac08e8f74117b1c925f2a573f105e
20160507160854,perl,5.22.2-1,56f4d631dfeee5e98b52aae0e79e9403
20160713042520,perl,5.22.2-2,0aa02aa6b2655eea5692b351c4ac4ce7
20160728043443,perl,5.22.2-3,229b01705966b9876c03c789040f7dd3
20160914044519,perl,5.22.2-5,d7db9cab9b621ddf9d666e8d405724ad
