hosts,bf,delay,depth,rounds,runwait,servers,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev,round_system_min,round_system_max,round_system_avg,round_system_sum,round_system_dev,round_user_min,round_user_max,round_user_avg,round_user_sum,round_user_dev,round_wall_min,round_wall_max,round_wall_avg,round_wall_sum,round_wall_dev
128,2,100,7,2,3600,32,0.000000,0.000000,0.000000,0.000000,NaN,0.033416,0.033416,0.033416,0.033416,NaN,3.639367,3.639367,3.639367,3.639367,NaN,5075342.000000,5075342.000000,5075342.000000,5075342.000000,NaN,5080199.000000,5080199.000000,5080199.000000,5080199.000000,NaN,4974697.000000,4986629.000000,4982871.729167,478355686.000000,3376.228486,4979432.000000,4987940.000000,4982757.802083,478344749.000000,1874.190198,0.115873,0.120094,0.117984,0.235967,0.002985,45.540179,46.196488,45.868334,91.736667,0.464081,25.248155,25.425870,25.337013,50.674025,0.125664
160,2,100,7,2,3600,32,0.004803,0.004803,0.004803,0.004803,NaN,0.032304,0.032304,0.032304,0.032304,NaN,3.216358,3.216358,3.216358,3.216358,NaN,7813766.000000,7813766.000000,7813766.000000,7813766.000000,NaN,7825639.000000,7825639.000000,7825639.000000,7825639.000000,NaN,7693577.000000,7707902.000000,7704516.411765,785860674.000000,3198.737605,7699424.000000,7706522.000000,7702826.000000,785688252.000000,1790.743067,0.196023,0.248065,0.222044,0.444088,0.036799,97.736818,100.295606,99.016212,198.032424,1.809336,37.039923,37.317331,37.178627,74.357253,0.196157
192,2,100,7,2,3600,32,0.016758,0.016758,0.016758,0.016758,NaN,0.028308,0.028308,0.028308,0.028308,NaN,4.098367,4.098367,4.098367,4.098367,NaN,11147931.000000,11147931.000000,11147931.000000,11147931.000000,NaN,11162049.000000,11162049.000000,11162049.000000,11162049.000000,NaN,11003618.000000,11019959.000000,11017228.910714,1233929638.000000,2931.556447,11010294.000000,11018032.000000,11014237.482143,1233594598.000000,2050.414289,0.368235,0.412066,0.390151,0.780301,0.030993,187.418273,188.774464,188.096369,376.192737,0.958972,55.658018,56.269722,55.963870,111.927740,0.432541
224,2,100,7,2,3600,32,0.007515,0.007515,0.007515,0.007515,NaN,0.042955,0.042955,0.042955,0.042955,NaN,3.415221,3.415221,3.415221,3.415221,NaN,15070784.000000,15070784.000000,15070784.000000,15070784.000000,NaN,15087329.000000,15087329.000000,15087329.000000,15087329.000000,NaN,14901336.000000,14921503.000000,14916549.993902,2446314199.000000,4802.691116,14909850.000000,14920263.000000,14915199.654321,2416262344.000000,2641.956654,0.708419,0.784582,0.746501,1.493001,0.053855,322.093100,329.328135,325.710618,651.421235,5.115942,79.372877,79.936306,79.654591,159.309183,0.398404
256,2,100,8,2,3600,32,0.014782,0.014782,0.014782,0.014782,NaN,0.040765,0.040765,0.040765,0.040765,NaN,3.413803,3.413803,3.413803,3.413803,NaN,19583370.000000,19583370.000000,19583370.000000,19583370.000000,NaN,19602433.000000,19602433.000000,19602433.000000,19602433.000000,NaN,19390542.000000,19413373.000000,19406474.000000,4211204858.000000,5627.355636,19399046.000000,19412490.000000,19405622.485981,4152803212.000000,3222.915520,1.040534,1.176618,1.108576,2.217152,0.096226,539.316851,539.534262,539.425556,1078.851113,0.153733,108.755634,110.324187,109.539911,219.079821,1.109134
320,2,100,8,2,3600,32,0.011944,0.011944,0.011944,0.011944,NaN,0.069013,0.069013,0.069013,0.069013,NaN,3.620364,3.620364,3.620364,3.620364,NaN,30378378.000000,30378378.000000,30378378.000000,30378378.000000,NaN,30402113.000000,30402113.000000,30402113.000000,30402113.000000,NaN,30136378.000000,30164264.000000,30156349.014981,8051745187.000000,7086.730135,30147462.000000,30162433.000000,30155138.060377,7991111586.000000,3926.038768,2.045162,2.149140,2.097151,4.194302,0.073524,1032.731777,1033.959627,1033.345702,2066.691404,0.868221,194.445957,196.636822,195.541389,391.082779,1.549176
448,2,100,8,2,3600,32,0.013078,0.013078,0.013078,0.013078,NaN,0.096194,0.096194,0.096194,0.096194,NaN,3.817764,3.817764,3.817764,3.817764,NaN,59046282.000000,59046282.000000,59046282.000000,59046282.000000,NaN,59079361.000000,59079361.000000,59079361.000000,59079361.000000,NaN,58704846.000000,58745130.000000,58733923.555556,21672817792.000000,9920.982639,58721630.000000,58743029.000000,58732652.093151,21437418014.000000,5671.613918,5.058846,5.402794,5.230820,10.461640,0.243208,2775.639664,2776.860231,2776.249947,5552.499895,0.863071,475.643641,485.700741,480.672191,961.344382,7.111444
512,2,100,9,2,3600,32,0.035064,0.035064,0.035064,0.035064,NaN,0.098603,0.098603,0.098603,0.098603,NaN,3.820772,3.820772,3.820772,3.820772,NaN,76919178.000000,76919178.000000,76919178.000000,76919178.000000,NaN,76956929.000000,76956929.000000,76956929.000000,76956929.000000,NaN,76528299.000000,76575612.000000,76561496.877083,36749518501.000000,11093.860872,76547842.000000,76574322.000000,76560988.339583,36749274403.000000,6654.496820,7.351681,8.940705,8.146193,16.292386,1.123610,4118.624226,4123.875863,4121.250044,8242.500089,3.713468,681.928186,682.179393,682.053790,1364.107579,0.177630
