hosts,bf,closewait,delay,depth,groupsize,rounds,runwait,servers,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev,round_system_min,round_system_max,round_system_avg,round_system_sum,round_system_dev,round_user_min,round_user_max,round_user_avg,round_user_sum,round_user_dev,round_wall_min,round_wall_max,round_wall_avg,round_wall_sum,round_wall_dev,setup_system_min,setup_system_max,setup_system_avg,setup_system_sum,setup_system_dev,setup_user_min,setup_user_max,setup_user_avg,setup_user_sum,setup_user_dev,setup_wall_min,setup_wall_max,setup_wall_avg,setup_wall_sum,setup_wall_dev
128,2,3600,100,7,32,1,3600,32,0.008000,0.008000,0.008000,0.008000,NaN,0.012000,0.012000,0.012000,0.012000,NaN,0.056640,0.056640,0.056640,0.056640,NaN,261057.000000,261057.000000,261057.000000,261057.000000,NaN,377209.000000,377209.000000,377209.000000,377209.000000,NaN,244494.000000,303672.000000,258691.292453,27421277.000000,12582.246203,239368.000000,378779.000000,259075.686869,25648493.000000,28423.849502,0.060000,0.060000,0.060000,0.060000,NaN,6.164000,6.164000,6.164000,6.164000,NaN,3.383878,3.383878,3.383878,3.383878,NaN,0.044000,0.044000,0.044000,0.044000,NaN,3.504000,3.504000,3.504000,3.504000,NaN,2.829132,2.829132,2.829132,2.829132,NaN
256,2,3600,100,8,32,1,3600,32,0.012000,0.012000,0.012000,0.012000,NaN,0.020000,0.020000,0.020000,0.020000,NaN,0.033182,0.033182,0.033182,0.033182,NaN,271167.000000,271167.000000,271167.000000,271167.000000,NaN,325013.000000,325013.000000,325013.000000,325013.000000,NaN,244153.000000,333953.000000,256076.121094,65555487.000000,11902.478849,239175.000000,389212.000000,256076.121094,65555487.000000,28641.871876,0.076000,0.076000,0.076000,0.076000,NaN,12.704000,12.704000,12.704000,12.704000,NaN,5.827380,5.827380,5.827380,5.827380,NaN,0.104000,0.104000,0.104000,0.104000,NaN,6.956000,6.956000,6.956000,6.956000,NaN,5.386884,5.386884,5.386884,5.386884,NaN
512,2,3600,100,9,32,1,3600,32,0.020000,0.020000,0.020000,0.020000,NaN,0.060000,0.060000,0.060000,0.060000,NaN,0.101542,0.101542,0.101542,0.101542,NaN,291791.000000,291791.000000,291791.000000,291791.000000,NaN,371550.000000,371550.000000,371550.000000,371550.000000,NaN,244199.000000,431081.000000,257161.625000,131666752.000000,15275.229133,239164.000000,430837.000000,257161.625000,131666752.000000,33398.355533,0.100000,0.100000,0.100000,0.100000,NaN,30.048000,30.048000,30.048000,30.048000,NaN,11.123082,11.123082,11.123082,11.123082,NaN,0.168000,0.168000,0.168000,0.168000,NaN,14.228000,14.228000,14.228000,14.228000,NaN,10.486166,10.486166,10.486166,10.486166,NaN
768,2,3600,100,9,32,1,3600,32,0.016000,0.016000,0.016000,0.016000,NaN,0.128000,0.128000,0.128000,0.128000,NaN,0.199772,0.199772,0.199772,0.199772,NaN,311330.000000,311330.000000,311330.000000,311330.000000,NaN,466468.000000,466468.000000,466468.000000,466468.000000,NaN,244029.000000,513400.000000,259211.941406,199074771.000000,20762.649825,239107.000000,467824.000000,259211.941406,199074771.000000,36823.998328,0.188000,0.188000,0.188000,0.188000,NaN,46.192000,46.192000,46.192000,46.192000,NaN,15.755388,15.755388,15.755388,15.755388,NaN,0.240000,0.240000,0.240000,0.240000,NaN,21.944000,21.944000,21.944000,21.944000,NaN,15.594779,15.594779,15.594779,15.594779,NaN
1024,2,3600,100,10,32,1,3600,32,0.028000,0.028000,0.028000,0.028000,NaN,0.224000,0.224000,0.224000,0.224000,NaN,0.194680,0.194680,0.194680,0.194680,NaN,331612.000000,331612.000000,331612.000000,331612.000000,NaN,487947.000000,487947.000000,487947.000000,487947.000000,NaN,244029.000000,613432.000000,258104.712891,264299226.000000,23577.666555,239130.000000,565686.000000,258104.712891,264299226.000000,39345.319991,0.248000,0.248000,0.248000,0.248000,NaN,64.244000,64.244000,64.244000,64.244000,NaN,21.431327,21.431327,21.431327,21.431327,NaN,0.312000,0.312000,0.312000,0.312000,NaN,30.308000,30.308000,30.308000,30.308000,NaN,20.662773,20.662773,20.662773,20.662773,NaN
