hosts,bf,depth,filter_round,rounds,servers,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,round_system_min,round_system_max,round_system_avg,round_system_sum,round_system_dev,round_user_min,round_user_max,round_user_avg,round_user_sum,round_user_dev,round_wall_min,round_wall_max,round_wall_avg,round_wall_sum,round_wall_dev
2048,2,11,80,10,32,0.176349,0.176349,0.176349,0.176349,NaN,0.976589,0.976589,0.976589,0.976589,NaN,6.847140,6.847140,6.847140,6.847140,NaN,5860.000000,48641.000000,21977.625532,5164742.000000,9059.997504,6196.000000,48099.000000,21895.594714,4970300.000000,8882.653697,12160.000000,12160.000000,12160.000000,12160.000000,NaN,10600.000000,10600.000000,10600.000000,10600.000000,NaN,0.083355,0.189199,0.123430,1.234301,0.035137,2.371232,2.883773,2.691801,26.918007,0.167305,4.749537,4.832690,4.780558,47.805578,0.024087
2048,3,7,80,10,32,0.210831,0.210831,0.210831,0.210831,NaN,1.706746,1.706746,1.706746,1.706746,NaN,5.644024,5.644024,5.644024,5.644024,NaN,6184.000000,45486.000000,16075.884058,1109236.000000,13644.572784,6756.000000,43458.000000,16269.333333,1122584.000000,12905.923846,18240.000000,18240.000000,18240.000000,18240.000000,NaN,15900.000000,15900.000000,15900.000000,15900.000000,NaN,0.055901,0.155968,0.090998,0.909976,0.035965,2.512151,2.727864,2.623899,26.238991,0.084155,3.220911,3.252195,3.239494,32.394936,0.009386
2048,4,6,80,10,32,0.118494,0.118494,0.118494,0.118494,NaN,0.945723,0.945723,0.945723,0.945723,NaN,4.449319,4.449319,4.449319,4.449319,NaN,5860.000000,52244.000000,26004.075862,3770591.000000,13722.306975,6196.000000,50145.000000,25959.436620,3686240.000000,13151.490666,24320.000000,24320.000000,24320.000000,24320.000000,NaN,21200.000000,21200.000000,21200.000000,21200.000000,NaN,0.041808,0.194684,0.108417,1.084174,0.047171,2.105835,2.470799,2.361155,23.611550,0.103068,2.723238,2.764225,2.746845,27.468447,0.011442
2048,5,5,80,10,32,0.093168,0.093168,0.093168,0.093168,NaN,1.000513,1.000513,1.000513,1.000513,NaN,3.687365,3.687365,3.687365,3.687365,NaN,5860.000000,46376.000000,19325.556604,2048509.000000,17270.465288,6196.000000,43497.000000,19137.884615,1990340.000000,16547.996972,30400.000000,30400.000000,30400.000000,30400.000000,NaN,26500.000000,26500.000000,26500.000000,26500.000000,NaN,0.042438,0.155855,0.099789,0.997885,0.036377,2.221116,2.493363,2.333085,23.330848,0.074577,2.344924,2.371790,2.360763,23.607633,0.008431
2048,6,5,80,10,32,0.194622,0.194622,0.194622,0.194622,NaN,0.981271,0.981271,0.981271,0.981271,NaN,3.832932,3.832932,3.832932,3.832932,NaN,5860.000000,55612.000000,20013.243590,1561033.000000,21125.490566,6196.000000,51954.000000,19586.205128,1527724.000000,19845.947817,36480.000000,36480.000000,36480.000000,36480.000000,NaN,31800.000000,31800.000000,31800.000000,31800.000000,NaN,0.040964,0.212549,0.127262,1.272624,0.061210,1.696198,2.422669,2.121010,21.210097,0.205425,2.265749,2.300784,2.284189,22.841885,0.012929
2048,7,4,80,10,32,0.108856,0.108856,0.108856,0.108856,NaN,1.025717,1.025717,1.025717,1.025717,NaN,3.426664,3.426664,3.426664,3.426664,NaN,5860.000000,65556.000000,42512.257426,4293738.000000,20923.547351,6196.000000,61119.000000,41850.954545,3682884.000000,19916.095021,42560.000000,42560.000000,42560.000000,42560.000000,NaN,37100.000000,37100.000000,37100.000000,37100.000000,NaN,0.044606,0.153910,0.097889,0.978891,0.040500,1.695738,2.323988,2.093000,20.930004,0.180223,1.950971,1.964576,1.955458,19.554581,0.004406
2048,8,4,80,10,32,0.191080,0.191080,0.191080,0.191080,NaN,0.998707,0.998707,0.998707,0.998707,NaN,3.627532,3.627532,3.627532,3.627532,NaN,5860.000000,75972.000000,12861.750000,823152.000000,17789.431891,6195.000000,68624.000000,13159.777778,829066.000000,17429.695437,48640.000000,48640.000000,48640.000000,48640.000000,NaN,42400.000000,42400.000000,42400.000000,42400.000000,NaN,0.044572,0.137335,0.104118,1.041183,0.032347,1.869818,2.319487,2.152746,21.527463,0.131949,1.925003,1.942491,1.933352,19.333517,0.005854
2048,9,4,80,10,32,0.087480,0.087480,0.087480,0.087480,NaN,0.972901,0.972901,0.972901,0.972901,NaN,3.058119,3.058119,3.058119,3.058119,NaN,5860.000000,61625.000000,16444.958333,1184037.000000,21673.891578,6196.000000,61749.000000,16753.375000,1206243.000000,21595.501114,54720.000000,54720.000000,54720.000000,54720.000000,NaN,47700.000000,47700.000000,47700.000000,47700.000000,NaN,0.079131,0.215460,0.122474,1.224737,0.046172,1.578669,2.197879,2.010313,20.103130,0.223336,1.898700,1.920113,1.908597,19.085966,0.006277
2048,10,4,80,10,32,0.158206,0.158206,0.158206,0.158206,NaN,0.972751,0.972751,0.972751,0.972751,NaN,3.635562,3.635562,3.635562,3.635562,NaN,5860.000000,98212.000000,22714.797468,1794469.000000,28231.592575,6195.000000,91436.000000,22889.746835,1808290.000000,27870.816280,60800.000000,60800.000000,60800.000000,60800.000000,NaN,53000.000000,53000.000000,53000.000000,53000.000000,NaN,0.017312,0.116289,0.074979,0.749788,0.034747,1.845520,2.190631,2.043687,20.436871,0.128538,1.861868,1.888143,1.878374,18.783740,0.007567
2048,11,4,80,10,32,0.133230,0.133230,0.133230,0.133230,NaN,0.968035,0.968035,0.968035,0.968035,NaN,3.032104,3.032104,3.032104,3.032104,NaN,5860.000000,74017.000000,25193.759036,2091082.000000,29687.394728,6196.000000,73943.000000,25426.060241,2110363.000000,29509.117861,66880.000000,66880.000000,66880.000000,66880.000000,NaN,58300.000000,58300.000000,58300.000000,58300.000000,NaN,0.042450,0.157614,0.089030,0.890300,0.036182,1.671979,2.212251,2.056811,20.568108,0.148910,1.839261,1.866121,1.851715,18.517150,0.007791
