hosts,bf,depth,filter_round,rounds,servers,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,round_system_min,round_system_max,round_system_avg,round_system_sum,round_system_dev,round_user_min,round_user_max,round_user_avg,round_user_sum,round_user_dev,round_wall_min,round_wall_max,round_wall_avg,round_wall_sum,round_wall_dev
4096,2,12,80,10,32,0.263502,0.263502,0.263502,0.263502,NaN,2.357055,2.357055,2.357055,2.357055,NaN,7.529426,7.529426,7.529426,7.529426,NaN,5860.000000,78851.000000,16145.654412,2195809.000000,14417.371749,6196.000000,78307.000000,15713.338346,2089874.000000,12982.922025,12160.000000,12160.000000,12160.000000,12160.000000,NaN,10600.000000,10600.000000,10600.000000,10600.000000,NaN,0.186091,0.375216,0.274373,2.743733,0.055142,5.536280,5.794349,5.704355,57.043551,0.092000,5.229402,5.284281,5.258446,52.584457,0.013545
4096,3,8,80,10,32,0.349260,0.349260,0.349260,0.349260,NaN,2.346738,2.346738,2.346738,2.346738,NaN,5.878981,5.878981,5.878981,5.878981,NaN,5860.000000,54101.000000,18781.097902,2685697.000000,14776.403487,6196.000000,52780.000000,18646.028369,2629090.000000,14208.213516,18240.000000,18240.000000,18240.000000,18240.000000,NaN,15900.000000,15900.000000,15900.000000,15900.000000,NaN,0.126864,0.268683,0.178052,1.780525,0.039773,4.746196,5.122603,4.928555,49.285547,0.135201,3.728393,3.809219,3.767094,37.670939,0.032378
4096,4,6,80,10,32,0.240789,0.240789,0.240789,0.240789,NaN,2.174355,2.174355,2.174355,2.174355,NaN,4.887067,4.887067,4.887067,4.887067,NaN,5860.000000,52244.000000,19317.937500,1545435.000000,16404.350552,6196.000000,49909.000000,19074.950000,1525996.000000,15380.537983,24320.000000,24320.000000,24320.000000,24320.000000,NaN,21200.000000,21200.000000,21200.000000,21200.000000,NaN,0.115444,0.365799,0.237758,2.377583,0.081102,4.064624,4.867074,4.598014,45.980139,0.215258,3.010644,3.048986,3.028673,30.286729,0.013865
4096,5,6,80,10,32,0.299056,0.299056,0.299056,0.299056,NaN,2.321866,2.321866,2.321866,2.321866,NaN,6.032376,6.032376,6.032376,6.032376,NaN,5861.000000,75640.000000,43473.666667,5608103.000000,13752.711734,6196.000000,72762.000000,42607.225806,5283296.000000,12884.817991,30400.000000,30400.000000,30400.000000,30400.000000,NaN,26500.000000,26500.000000,26500.000000,26500.000000,NaN,0.078743,0.427156,0.235214,2.352144,0.103764,4.546871,4.918454,4.718516,47.185164,0.121236,2.852172,2.949412,2.880586,28.805856,0.027496
4096,6,5,80,10,32,0.235196,0.235196,0.235196,0.235196,NaN,2.099349,2.099349,2.099349,2.099349,NaN,3.913630,3.913630,3.913630,3.913630,NaN,5860.000000,55612.000000,15940.741007,2215763.000000,18375.400150,6196.000000,51954.000000,15947.869565,2200806.000000,17573.728894,36480.000000,36480.000000,36480.000000,36480.000000,NaN,31800.000000,31800.000000,31800.000000,31800.000000,NaN,0.140288,0.329399,0.219365,2.193648,0.066224,4.143831,4.612705,4.368226,43.682258,0.145969,2.506454,2.531715,2.519952,25.199525,0.009405
4096,7,5,80,10,32,0.286697,0.286697,0.286697,0.286697,NaN,2.043256,2.043256,2.043256,2.043256,NaN,4.044624,4.044624,4.044624,4.044624,NaN,5860.000000,65556.000000,19987.598485,2638363.000000,23592.571026,6196.000000,61119.000000,19702.793893,2581066.000000,22279.029796,42560.000000,42560.000000,42560.000000,42560.000000,NaN,37100.000000,37100.000000,37100.000000,37100.000000,NaN,0.118897,0.396061,0.220625,2.206253,0.087404,4.080679,4.313011,4.199508,41.995083,0.076645,2.462256,2.555210,2.519837,25.198368,0.039793
4096,8,4,80,10,32,0.153684,0.153684,0.153684,0.153684,NaN,2.101131,2.101131,2.101131,2.101131,NaN,3.647293,3.647293,3.647293,3.647293,NaN,5860.000000,75972.000000,53329.010989,4852940.000000,22212.577869,6196.000000,70757.000000,52106.301205,4324823.000000,20970.219542,48640.000000,48640.000000,48640.000000,48640.000000,NaN,42400.000000,42400.000000,42400.000000,42400.000000,NaN,0.169166,0.471539,0.259136,2.591359,0.092674,3.991954,4.401554,4.253294,42.532945,0.124900,2.149646,2.186749,2.164070,21.640704,0.013222
4096,9,4,80,10,32,0.202004,0.202004,0.202004,0.202004,NaN,2.140547,2.140547,2.140547,2.140547,NaN,3.634674,3.634674,3.634674,3.634674,NaN,5860.000000,86860.000000,23431.834862,2554070.000000,29326.635761,6196.000000,80866.000000,20651.378641,2127092.000000,25957.907077,54720.000000,54720.000000,54720.000000,54720.000000,NaN,47700.000000,47700.000000,47700.000000,47700.000000,NaN,0.151219,0.418783,0.207039,2.070391,0.079251,4.044025,4.346295,4.175876,41.758761,0.107960,2.108152,2.141494,2.124830,21.248295,0.010909
4096,10,4,80,10,32,0.235659,0.235659,0.235659,0.235659,NaN,2.053045,2.053045,2.053045,2.053045,NaN,4.425330,4.425330,4.425330,4.425330,NaN,5860.000000,98220.000000,20691.098765,1675979.000000,29616.846313,6196.000000,91447.000000,20541.802469,1663886.000000,28417.396357,60800.000000,60800.000000,60800.000000,60800.000000,NaN,53000.000000,53000.000000,53000.000000,53000.000000,NaN,0.102747,0.440750,0.202993,2.029934,0.092013,3.818845,4.185567,4.064860,40.648595,0.108896,2.078388,2.139589,2.101188,21.011875,0.017097
4096,11,4,80,10,32,0.268397,0.268397,0.268397,0.268397,NaN,2.169343,2.169343,2.169343,2.169343,NaN,3.640326,3.640326,3.640326,3.640326,NaN,5860.000000,110052.000000,19346.848101,1528401.000000,29416.807418,6195.000000,100140.000000,19461.756410,1518017.000000,28450.566600,66880.000000,66880.000000,66880.000000,66880.000000,NaN,58300.000000,58300.000000,58300.000000,58300.000000,NaN,0.144102,0.249785,0.196529,1.965289,0.034634,3.814071,4.174419,4.015879,40.158788,0.127575,2.045694,2.160233,2.091648,20.916475,0.041239
