hosts,bf,depth,filter_round,rounds,servers,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev,round_system_min,round_system_max,round_system_avg,round_system_sum,round_system_dev,round_user_min,round_user_max,round_user_avg,round_user_sum,round_user_dev,round_wall_min,round_wall_max,round_wall_avg,round_wall_sum,round_wall_dev
15,2,3,80,10,8,0.004772,0.004772,0.004772,0.004772,NaN,0.011017,0.011017,0.011017,0.011017,NaN,1.817528,1.817528,1.817528,1.817528,NaN,12160.000000,12160.000000,12160.000000,12160.000000,NaN,10600.000000,10600.000000,10600.000000,10600.000000,NaN,5860.000000,5860.000000,5860.000000,5860.000000,NaN,6195.000000,6195.000000,6195.000000,6195.000000,NaN,0.000000,0.004208,0.001650,0.016500,0.001819,0.027489,0.039306,0.032679,0.326789,0.003416,1.247190,1.262219,1.255345,12.553446,0.004239
40,3,3,80,10,8,0.008028,0.008028,0.008028,0.008028,NaN,0.038403,0.038403,0.038403,0.038403,NaN,2.013212,2.013212,2.013212,2.013212,NaN,18240.000000,18240.000000,18240.000000,18240.000000,NaN,15900.000000,15900.000000,15900.000000,15900.000000,NaN,5860.000000,24445.000000,9577.000000,47885.000000,8311.464672,6195.000000,25163.000000,9988.600000,49943.000000,8482.747479,0.000310,0.009557,0.005971,0.059712,0.002812,0.064474,0.098775,0.076536,0.765355,0.010843,1.257872,1.270005,1.262612,12.626115,0.003343
85,4,3,80,10,8,0.032007,0.032007,0.032007,0.032007,NaN,0.067209,0.067209,0.067209,0.067209,NaN,2.014114,2.014114,2.014114,2.014114,NaN,24320.000000,24320.000000,24320.000000,24320.000000,NaN,21200.000000,21200.000000,21200.000000,21200.000000,NaN,5860.000000,30640.000000,12618.181818,138800.000000,11574.722302,6195.000000,31259.000000,12987.727273,142865.000000,11634.526523,0.002569,0.036674,0.018720,0.187203,0.011555,0.197358,0.297645,0.222228,2.222278,0.029240,1.271483,1.284131,1.276136,12.761362,0.004103
259,6,3,80,10,8,0.074284,0.074284,0.074284,0.074284,NaN,0.241028,0.241028,0.241028,0.241028,NaN,2.019997,2.019997,2.019997,2.019997,NaN,36480.000000,36480.000000,36480.000000,36480.000000,NaN,31800.000000,31800.000000,31800.000000,31800.000000,NaN,5860.000000,43030.000000,12829.375000,410540.000000,14740.052291,6195.000000,43451.000000,13165.750000,421304.000000,14743.041624,0.012772,0.101195,0.050250,0.502504,0.025374,0.657110,1.055930,0.775907,7.759075,0.127496,1.335315,1.373147,1.356469,13.564690,0.013992
585,8,3,80,10,8,0.112866,0.112866,0.112866,0.112866,NaN,0.797653,0.797653,0.797653,0.797653,NaN,2.615807,2.615807,2.615807,2.615807,NaN,48640.000000,48640.000000,48640.000000,48640.000000,NaN,42400.000000,42400.000000,42400.000000,42400.000000,NaN,5860.000000,75964.000000,23140.888889,624804.000000,25192.438849,6195.000000,70748.000000,23892.576923,621207.000000,24967.673090,0.058717,0.231842,0.138103,1.381034,0.050042,1.965467,2.394632,2.272608,22.726076,0.133731,1.480369,1.508266,1.495051,14.950508,0.008225
1111,10,3,80,10,8,0.300965,0.300965,0.300965,0.300965,NaN,1.192440,1.192440,1.192440,1.192440,NaN,2.620883,2.620883,2.620883,2.620883,NaN,60800.000000,60800.000000,60800.000000,60800.000000,NaN,53000.000000,53000.000000,53000.000000,53000.000000,NaN,5860.000000,98210.000000,34581.428571,968280.000000,34607.480000,6195.000000,91200.000000,35181.444444,949899.000000,33473.939062,0.080917,0.461042,0.231279,2.312795,0.102226,3.078986,4.574408,4.205708,42.057081,0.417166,1.727127,1.755525,1.743854,17.438535,0.009131
1885,12,3,80,10,8,0.332916,0.332916,0.332916,0.332916,NaN,2.142366,2.142366,2.142366,2.142366,NaN,2.758553,2.758553,2.758553,2.758553,NaN,72960.000000,72960.000000,72960.000000,72960.000000,NaN,63600.000000,63600.000000,63600.000000,63600.000000,NaN,5860.000000,119748.000000,62391.407407,1684568.000000,34909.857717,6195.000000,111416.000000,62039.185185,1675058.000000,34198.130052,0.189605,0.567311,0.338540,3.385402,0.107420,7.022397,7.441317,7.219067,72.190665,0.134578,2.022900,2.055749,2.032090,20.320899,0.010813
2955,14,3,80,10,8,0.495853,0.495853,0.495853,0.495853,NaN,3.652799,3.652799,3.652799,3.652799,NaN,3.116387,3.116387,3.116387,3.116387,NaN,85120.000000,85120.000000,85120.000000,85120.000000,NaN,74200.000000,74200.000000,74200.000000,74200.000000,NaN,5860.000000,148366.000000,94428.666667,2549574.000000,32461.074758,6195.000000,138476.000000,92699.740741,2502893.000000,29969.765106,0.294287,0.699172,0.456655,4.566552,0.116444,10.936278,11.400423,11.165983,111.659832,0.166350,3.089214,3.608809,3.201298,32.012984,0.170193
4369,16,3,80,10,8,0.805495,0.805495,0.805495,0.805495,NaN,5.515362,5.515362,5.515362,5.515362,NaN,3.589066,3.589066,3.589066,3.589066,NaN,97280.000000,97280.000000,97280.000000,97280.000000,NaN,84800.000000,84800.000000,84800.000000,84800.000000,NaN,5860.000000,176276.000000,55989.812950,7782584.000000,54763.483797,6195.000000,164828.000000,55422.582734,7703739.000000,53317.991255,0.422890,0.852437,0.590697,5.906968,0.118888,15.844278,16.638873,16.255429,162.554291,0.222021,3.734927,5.145142,4.362899,43.628985,0.540664
