hosts,bf,checking,depth,rounds,servers,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev,round_system_min,round_system_max,round_system_avg,round_system_sum,round_system_dev,round_user_min,round_user_max,round_user_avg,round_user_sum,round_user_dev,round_wall_min,round_wall_max,round_wall_avg,round_wall_sum,round_wall_dev
8,2,2,3,10,32,0.002316,0.002316,0.002316,0.002316,NaN,0.006650,0.006650,0.006650,0.006650,NaN,1.812405,1.812405,1.812405,1.812405,NaN,9920.000000,9920.000000,9920.000000,9920.000000,NaN,5180.000000,5180.000000,5180.000000,5180.000000,NaN,3150.000000,3150.000000,3150.000000,9450.000000,0.000000,3895.000000,3895.000000,3895.000000,7790.000000,0.000000,0.000210,0.015010,0.005932,0.059317,0.004324,0.106443,0.155591,0.120456,1.204558,0.014245,0.785859,0.822605,0.794826,7.948262,0.010507
16,3,2,3,10,32,0.001593,0.001593,0.001593,0.001593,NaN,0.013240,0.013240,0.013240,0.013240,NaN,1.814295,1.814295,1.814295,1.814295,NaN,18210.000000,18210.000000,18210.000000,18210.000000,NaN,7770.000000,7770.000000,7770.000000,7770.000000,NaN,3150.000000,3150.000000,3150.000000,3150.000000,NaN,3895.000000,3895.000000,3895.000000,3895.000000,NaN,0.000839,0.049098,0.010132,0.101319,0.014614,0.211912,0.256321,0.229396,2.293958,0.015450,0.883852,0.922984,0.901602,9.016024,0.012262
32,3,2,3,10,32,0.013205,0.013205,0.013205,0.013205,NaN,0.002855,0.002855,0.002855,0.002855,NaN,2.012864,2.012864,2.012864,2.012864,NaN,30050.000000,30050.000000,30050.000000,30050.000000,NaN,7770.000000,7770.000000,7770.000000,7770.000000,NaN,3150.000000,3150.000000,3150.000000,3150.000000,NaN,3896.000000,3896.000000,3896.000000,3896.000000,NaN,0.001523,0.083587,0.019382,0.193817,0.024995,0.445892,0.530325,0.483571,4.835715,0.025864,1.211966,1.276944,1.249070,12.490698,0.022262
64,4,2,3,10,32,0.013782,0.013782,0.013782,0.013782,NaN,0.013312,0.013312,0.013312,0.013312,NaN,2.014357,2.014357,2.014357,2.014357,NaN,56100.000000,56100.000000,56100.000000,56100.000000,NaN,10360.000000,10360.000000,10360.000000,10360.000000,NaN,3150.000000,3151.000000,3150.166667,18901.000000,0.408248,3896.000000,3896.000000,3896.000000,23376.000000,0.000000,0.008451,0.106258,0.041955,0.419547,0.028368,0.898049,1.030567,0.962859,9.628592,0.041683,1.714603,1.822384,1.776879,17.768787,0.030000
128,5,2,3,10,32,0.014732,0.014732,0.014732,0.014732,NaN,0.039002,0.039002,0.039002,0.039002,NaN,2.417563,2.417563,2.417563,2.417563,NaN,106470.000000,106470.000000,106470.000000,106470.000000,NaN,12950.000000,12950.000000,12950.000000,12950.000000,NaN,3150.000000,3151.000000,3150.615385,40958.000000,0.506370,3896.000000,3906.000000,3898.307692,50678.000000,4.385290,0.031086,0.131268,0.094028,0.940275,0.029622,1.960403,2.276613,2.118631,21.186307,0.111907,2.750407,2.917564,2.837952,28.379524,0.056837
256,6,2,3,10,32,0.005226,0.005226,0.005226,0.005226,NaN,0.104738,0.104738,0.104738,0.104738,NaN,2.418290,2.418290,2.418290,2.418290,NaN,204840.000000,204840.000000,204840.000000,204840.000000,NaN,15540.000000,15540.000000,15540.000000,15540.000000,NaN,3150.000000,26580.000000,6079.500000,48636.000000,8283.452903,3896.000000,28728.000000,7007.500000,56060.000000,8776.408035,0.136045,0.393756,0.230236,2.302363,0.089556,4.950190,5.656315,5.449294,54.492938,0.222676,4.996753,5.287705,5.199544,51.995441,0.097493
512,8,2,3,10,32,0.038797,0.038797,0.038797,0.038797,NaN,0.202610,0.202610,0.202610,0.202610,NaN,2.617666,2.617666,2.617666,2.617666,NaN,401580.000000,401580.000000,401580.000000,401580.000000,NaN,20720.000000,20720.000000,20720.000000,20720.000000,NaN,3150.000000,34398.000000,10962.421053,208286.000000,13530.267721,3906.000000,37002.000000,12167.578947,231184.000000,14315.943351,0.393560,0.660724,0.505128,5.051277,0.090549,13.273817,14.687690,14.061105,140.611051,0.423229,9.937415,10.450994,10.213421,102.134209,0.173222
1024,10,2,3,10,32,0.036771,0.036771,0.036771,0.036771,NaN,0.477156,0.477156,0.477156,0.477156,NaN,2.232102,2.232102,2.232102,2.232102,NaN,790320.000000,790320.000000,790320.000000,790320.000000,NaN,25900.000000,25900.000000,25900.000000,25900.000000,NaN,3150.000000,42210.000000,13065.743590,509564.000000,17115.952202,3906.000000,45286.000000,14389.717949,561199.000000,18097.624076,1.037376,1.424738,1.253039,12.530386,0.128289,29.956394,32.319012,31.399078,313.990784,0.783149,16.988491,17.666788,17.375227,173.752271,0.212010
