hosts,bf,depth,filter_round,rounds,servers,ChildrenWait_system_min,ChildrenWait_system_max,ChildrenWait_system_avg,ChildrenWait_system_sum,ChildrenWait_system_dev,ChildrenWait_user_min,ChildrenWait_user_max,ChildrenWait_user_avg,ChildrenWait_user_sum,ChildrenWait_user_dev,ChildrenWait_wall_min,ChildrenWait_wall_max,ChildrenWait_wall_avg,ChildrenWait_wall_sum,ChildrenWait_wall_dev,bandwidth_root_rx_min,bandwidth_root_rx_max,bandwidth_root_rx_avg,bandwidth_root_rx_sum,bandwidth_root_rx_dev,bandwidth_root_tx_min,bandwidth_root_tx_max,bandwidth_root_tx_avg,bandwidth_root_tx_sum,bandwidth_root_tx_dev,bandwidth_rx_min,bandwidth_rx_max,bandwidth_rx_avg,bandwidth_rx_sum,bandwidth_rx_dev,bandwidth_tx_min,bandwidth_tx_max,bandwidth_tx_avg,bandwidth_tx_sum,bandwidth_tx_dev,round_system_min,round_system_max,round_system_avg,round_system_sum,round_system_dev,round_user_min,round_user_max,round_user_avg,round_user_sum,round_user_dev,round_wall_min,round_wall_max,round_wall_avg,round_wall_sum,round_wall_dev
15,2,3,80,10,16,0.008945,0.008945,0.008945,0.008945,NaN,0.005770,0.005770,0.005770,0.005770,NaN,1.816428,1.816428,1.816428,1.816428,NaN,12160.000000,12160.000000,12160.000000,12160.000000,NaN,10600.000000,10600.000000,10600.000000,10600.000000,NaN,5860.000000,5860.000000,5860.000000,5860.000000,NaN,6195.000000,6195.000000,6195.000000,6195.000000,NaN,0.000000,0.005600,0.001147,0.011469,0.001859,0.013527,0.024130,0.019545,0.195445,0.003623,1.252294,1.259177,1.255610,12.556104,0.002393
40,3,3,80,10,16,0.005176,0.005176,0.005176,0.005176,NaN,0.015609,0.015609,0.015609,0.015609,NaN,2.013495,2.013495,2.013495,2.013495,NaN,18240.000000,18240.000000,18240.000000,18240.000000,NaN,15900.000000,15900.000000,15900.000000,15900.000000,NaN,5860.000000,5861.000000,5860.500000,11721.000000,0.707107,6196.000000,6196.000000,6196.000000,12392.000000,0.000000,0.000000,0.011807,0.002934,0.029336,0.004047,0.031631,0.061957,0.048461,0.484613,0.009550,1.254897,1.265797,1.260350,12.603496,0.003807
85,4,3,80,10,16,0.019147,0.019147,0.019147,0.019147,NaN,0.043432,0.043432,0.043432,0.043432,NaN,2.015352,2.015352,2.015352,2.015352,NaN,24320.000000,24320.000000,24320.000000,24320.000000,NaN,21200.000000,21200.000000,21200.000000,21200.000000,NaN,5860.000000,30641.000000,10816.400000,54082.000000,11082.288315,6196.000000,31264.000000,11209.600000,56048.000000,11210.750412,0.000000,0.016590,0.008369,0.083690,0.005997,0.088429,0.121204,0.105594,1.055939,0.012939,1.262119,1.272071,1.266021,12.660209,0.003056
259,6,3,80,10,16,0.013270,0.013270,0.013270,0.013270,NaN,0.164553,0.164553,0.164553,0.164553,NaN,2.019503,2.019503,2.019503,2.019503,NaN,36480.000000,36480.000000,36480.000000,36480.000000,NaN,31800.000000,31800.000000,31800.000000,31800.000000,NaN,5860.000000,43033.000000,14120.722222,254173.000000,15901.479945,6196.000000,43458.000000,14475.666667,260562.000000,15938.911868,0.006824,0.050260,0.021245,0.212448,0.014238,0.308658,0.458924,0.383300,3.833004,0.049271,1.296700,1.304853,1.301247,13.012472,0.003221
585,8,3,80,10,16,0.080725,0.080725,0.080725,0.080725,NaN,0.364644,0.364644,0.364644,0.364644,NaN,2.614522,2.614522,2.614522,2.614522,NaN,48640.000000,48640.000000,48640.000000,48640.000000,NaN,42400.000000,42400.000000,42400.000000,42400.000000,NaN,5860.000000,55425.000000,18841.166667,791329.000000,22055.445677,6196.000000,55652.000000,19115.047619,802832.000000,21951.184526,0.034277,0.259669,0.085792,0.857924,0.069655,0.878915,1.102040,1.015586,10.155860,0.079484,1.373839,1.386320,1.381185,13.811852,0.004310
1111,10,3,80,10,16,0.150964,0.150964,0.150964,0.150964,NaN,0.652120,0.652120,0.652120,0.652120,NaN,2.618708,2.618708,2.618708,2.618708,NaN,60800.000000,60800.000000,60800.000000,60800.000000,NaN,53000.000000,53000.000000,53000.000000,53000.000000,NaN,5860.000000,67816.000000,16480.957143,1153667.000000,23517.724025,6196.000000,67846.000000,16764.571429,1173520.000000,23402.601384,0.061140,0.164099,0.094886,0.948865,0.036363,1.520795,2.245739,2.052966,20.529660,0.271579,1.470511,1.493564,1.484232,14.842323,0.008326
1885,12,3,80,10,16,0.182652,0.182652,0.182652,0.182652,NaN,1.309065,1.309065,1.309065,1.309065,NaN,2.629133,2.629133,2.629133,2.629133,NaN,72960.000000,72960.000000,72960.000000,72960.000000,NaN,63600.000000,63600.000000,63600.000000,63600.000000,NaN,5860.000000,80207.000000,34375.931507,2509443.000000,36400.267145,6196.000000,80040.000000,35317.577465,2507548.000000,36345.467776,0.148622,0.291066,0.223437,2.234366,0.047372,3.459674,3.689290,3.557132,35.571320,0.061148,1.625511,1.667248,1.640116,16.401159,0.012539
2955,14,3,80,10,16,0.284604,0.284604,0.284604,0.284604,NaN,2.039777,2.039777,2.039777,2.039777,NaN,2.645953,2.645953,2.645953,2.645953,NaN,85120.000000,85120.000000,85120.000000,85120.000000,NaN,74200.000000,74200.000000,74200.000000,74200.000000,NaN,5860.000000,92597.000000,22725.597222,1636243.000000,34568.449282,6196.000000,92234.000000,22909.222222,1649464.000000,34256.963761,0.207212,0.361954,0.247231,2.472310,0.051605,5.288745,5.662620,5.487801,54.878011,0.103834,1.805554,1.852258,1.830598,18.305982,0.012715
4369,16,3,80,10,16,0.378808,0.378808,0.378808,0.378808,NaN,3.409927,3.409927,3.409927,3.409927,NaN,3.685200,3.685200,3.685200,3.685200,NaN,97280.000000,97280.000000,97280.000000,97280.000000,NaN,84800.000000,84800.000000,84800.000000,84800.000000,NaN,5860.000000,176284.000000,79971.653846,2079263.000000,53853.773414,6195.000000,164828.000000,78711.076923,2046488.000000,51734.140645,0.245406,0.594258,0.397801,3.978008,0.108198,7.402335,8.152262,7.890885,78.908852,0.210174,2.079203,2.131461,2.105915,21.059149,0.015224
